NO ,NO. PENAWARAN ,DATE,MARKERTING ,CUSTOMER NAME,REMARK (KAROSERI),HARGA ,HARGA (NEW),EXC / INC ,PROGRESS,QUANTITY,SATUAN,KETERANGAN,TOTAL
1258,143/QUO/STM/VI/25,17-Jun-25,HENDY,PT. ASTRA INTERNATIONAL TBK- ISUZU MAKASSAR,ARM ROLL STANDART & CONTAINER TERTUTUP KAP. 5 M3 ISUZU NMR 81 HD 6.5," 130,000,000 ","130,000,000", INC ,,,,TIDAK JADI OC,0
1259,145/QUO/STM/VI/25,17-May-25,HENDY,PT. PRABU PENDAWA MOTOR - BOGOR,TANGKI CPO KAP. 12.000 LITER MITSUBISHI FM 65 FS," 135,000,000 ","135,000,000", INC ,,,,TIDAK JADI OC,0
1260,158/QUO/STM/VI/25,17-Jun-25,HENDY,PT. INDOMOBIL PRIMA NIAGA - SURABAYA,BAK BESI ANGKUTAN GAS 3 KG HINO DUTRO 136 HD / HDX," 80,000,000 ","80,000,000", INC ,,,,TIDAK JADI OC,0
1261,177/QUO/STM/VI/25,18-Jun-25,HENDY,PT. NUGRAHA SUKSES LESTARI,DUMP TRUCK 35 M3 HINO FM 280 JD," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
1262,178/QUO/STM/VI/25,19-Jun-25,HENDY,BAPAK BUDI ,BODY DUMP TRUCK KUBURAN KAP. 38 M3 MITSUBISHI FN 62 F HDR," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
1263,184/QUO/STM/VI/25,19-Jun-25,HENDY,PT. ENIQUIP - CAKUNG ,SAMBUNG CHASSIS SHACMAN F3000 8X4," 95,000,000 ","95,000,000", INC ,,,,TIDAK JADI OC,0
1264,187/QUO/STM/VI/25,18-Jun-25,HENDY,PT. KREASI AUTO KENCANA,BODY DUMP TRUCK KUBURAN KAP. 37 M3 HINO FM 280 JD," 205,000,000 ","205,000,000", INC ,,,,TIDAK JADI OC,0
1265,188/QUO/STM/VI/25,20-Jun-25,HENDY,PT. DAYA GUNA MOTOR INDONESIA - TAMBUN,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 300,000,000 ","300,000,000", INC ,,,,TIDAK JADI OC,0
1266,202/QUO/STM/VI/25,23-Jun-25,HENDY,PT. ASTRA ISUZU - MAKASAR,BODY OPEN CARGO ISUZU NMR 81 L UK. P. 6.00 X L. 2.000 X T. 2.000," 75,000,000 ","75,000,000", INC ,,,,TIDAK JADI OC,0
1267,202/R.01QUO/STM/VI/25,28-Aug-25,HENDY,PT. ASTRA ISUZU - MAKASAR,BODY OPEN CARGO ISUZU NMR 81 L UK. P. 6.00 X L. 2.000 X T. 2.000," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
1268,210/QUO/STM/VI/25,24-Jun-25,HENDY,PT. ARISTA JAYA NIAGA,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 260,000,000 ","260,000,000", INC ,,,,TIDAK JADI OC,0
1269,212/QUO/STM/VI/25,24-Jun-25,HENDY,PT. GAYA MAKMUR MOBIL,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 260,000,000 ","260,000,000", INC ,,,,TIDAK JADI OC,0
1270,215/QUO/STM/VI/25,24-Jun-25,HENDY,PT. PRABU PENDAWA MOTOR - BOGOR ,TANGKI CPO KAP. 8.000 LITER MITSUBISHI FM 65 FS," 100,000,000 ","100,000,000", INC ,,,,TIDAK JADI OC,0
1271,03/QUO/STM/VI/25,02-Jun-25,WALTHERUS,CUSTOMER BAPAK WALTHERUS,DUMP TRUCK SILUMAN KUBURAN QUESTER CWE 250 WB 43 UK. 7500 X 2340 X 1800 MM,,0,  ,,,,TIDAK JADI OC,0
1272,05/QUO/STM/VI/25,02-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,LUBE TRUCK HINO DUTRO 136 HDX ,,0,  ,,,,TIDAK JADI OC,0
1273,20/QUO/STM/VI/25,03-Jun-25,WALTHERUS,CUSTOMER BAPAK WALTHER,ARMROLL 10 TON DAN CONTAINER TERBUKA KAP. 10 M3 HINO FG 260 JJ,,0,  ,,,,TIDAK JADI OC,0
1274,34/QUO/STM/VI/25,04-Jun-25,WALTHERUS,PT. PATRACO MOTOR ,SKY LIFT 14 METER HINO DUTRO 136 HDL,,0,  ,,,,TIDAK JADI OC,0
1275,38/QUO/STM/VI/25,04-Jun-25,WALTHERUS,PT. PATRACO MOTOR,BODY PASSANGER CARGO / DALMAS HINO DUTRO 136 HD UK. P. 4.250 X L. 2.000 X T. 1.900,,0,  ,,,,TIDAK JADI OC,0
1276,42/QUO/STM/VI/25,05-Jun-25,WALTHERUS,CUSTOMER BAPAK WALTHERUS,DALMAS HINO DUTRO 136 HD UK. 4250 X 2000 X 1900 MM,,0,  ,,,,TIDAK JADI OC,0
1277,47/QUO/STM/VI/25,05-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,"FUEL TANK KAP. 10,000 L (FBL) HINO FG 260 JJ",,0,  ,,,,TIDAK JADI OC,0
1278,64/QUO/STM/VI/25,09-Jun-25,WALTHERUS,PT. BINTANG NUSANTARA UTAMA,LAMPU ROTARY ISUZU FVR 34 ,,0,  ,,,,TIDAK JADI OC,0
1279,111/QUO/STM/VI/25,12-Jun-25,WALTHERUS,PT. PATRACO MOTOR,MANHAULER 40 SEATS HINO FM 280 JD ,,0,  ,,,,TIDAK JADI OC,0
1280,112/QUO/STM/VI/25,12-Jun-25,WALTHERUS,PT. PATRACO MOTOR ,DOUBLE CABIN + BAK BESI 3 WAY HINO DUTRO 136 HDX ,,0,  ,,,,TIDAK JADI OC,0
1281,113/QUO/STM/VI/25,12-Jun-25,WALTHERUS,PT. PATRACO MOTOR,DOUBLE CABIN + BAK BESI 3 WAY HINO DUTRO 136 HD ,,0,  ,,,,TIDAK JADI OC,0
1282,117/QUO/STM/VI/25,12-Jun-25,WALTHERUS,PT. BUMA PERINDAHINDO ,SPARE PART CYLINDCER ASSY,,0,  ,,,,TIDAK JADI OC,0
1283,160/QUO/STM/VI/25,18-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,"WATER TANK KAP. 16,000 LITER HINO FM 280 JD ",,0,  ,,,,TIDAK JADI OC,0
1284,168/R.01QUO/STM/VI/25,18-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,FUEL TANK KAP. 10.000 LITER SYSTEM FULL BOTTOM HINO FG 260 JK,,0,  ,,,,TIDAK JADI OC,0
1285,168/R.01QUO/STM/VI/25,18-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,REPAINT CABIN,,0,  ,,,,TIDAK JADI OC,0
1286,168/R.01QUO/STM/VI/25,18-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,APAR 9 KG + BRACKET,,0,  ,,,,TIDAK JADI OC,0
1287,199/QUO/STM/VI/25,23-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,MOTOR CARIER HINO FG 260 JS UK.P. 8.490 X L. 2.500 X T. 2.000,,0,  ,,,,TIDAK JADI OC,0
1288,199/QUO/STM/VI/25,23-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,MOTOR CARIER HINO DUTRO 136 HDL P. 5.500 X L. 2.000 X T. 1.200,,0,  ,,,,TIDAK JADI OC,0
1289,204/QUO/STM/VI/25,23-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,FLAT BED HINO DUTRO 136 HDL UK. P. 5.500 X L. 2.000,,0,  ,,,,TIDAK JADI OC,0
1290,204/QUO/STM/VI/25,23-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,FLAT BED HINO DUTRO 136 SDL UK. P. 5.200 X L. 1.820,,0,  ,,,,TIDAK JADI OC,0
1291,224/QUO/STM/VI/25,25-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,BAK BESI 7 WAY  HINO FG 260 JP UK. P. 6.000 X L. 2.500 X T. 750,,0,  ,,,,TIDAK JADI OC,0
1292,224/QUO/STM/VI/25,25-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,INSTALL CRANE HINO FG 260 JP UK. P. 6.000 X L. 2.500 X T. 750,,0,  ,,,,TIDAK JADI OC,0
1293,230/QUO/STM/V/25,26-Jun-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,MOTOR CARRIER SYSTEM HYDRAULICK HINO FG 260 JJ UK. 9800 X 2500 X 2000 MM,,0,  ,,,,TIDAK JADI OC,0
1294,46/QUO/STM/VI/25,05-Jun-25,RATNASARI,IBU ERNI ,DUMP TRUCK MITSUBISHI FE 74 SHDX UK. 3880 X 1840 X 700 + 500,,0,  ,,,,TIDAK JADI OC,0
1295,49/QUO/STM/VI/25,05-Jun-25,RATNASARI,BAPAK SOFWAN,WING BOX HYDRAULICK MITSUBISHI FN 61 FL HD UK. 9710 X 2500 X 2750 MM,,0,  ,,,,TIDAK JADI OC,0
1296,250/QUO/STM/VI/25,30-Jun-25,RATNASARI,BAPAK SETO,BAK BESI 7 WAY + RANGKA TERPAL HINO DUTRO 136 HD UK. P. 4.250 X 2.000 X 700 + 100,,0,  ,,,,TIDAK JADI OC,0
1297,54/QUO/STM/VI/25,07-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY,TANGKI HI-BLOW KAP. 35 TON (30M3) ISUZU FVZ 34 U HP," 338,000,000 ","338,000,000", INC ,,,,TIDAK JADI OC,0
1298,104/QUO/STM/VI/25,12-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY,MODIFIKASI MUNDUR WB & SAMBUNG CHASSIS HINO FM 280 JD," 140,000,000 ","140,000,000", INC ,,,,TIDAK JADI OC,0
1299,135/QUO/STM/VI/25,14-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY,FLAT BED + SPACE CRANE HINO DUTRO 136 HDL Ukuran  P. 4.600 x L. 2.000 mm,,0,  ,,,,TIDAK JADI OC,0
1300,167/QUO/STM/VI/25,18-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY,"FUEL TANK KAP. 5,000 LITER ( SYSTEM SBL DISPENDING MANUAL) ISUZU NMR 81 HD"," 275,000,000 ","275,000,000", INC ,,,,TIDAK JADI OC,0
1301,173/QUO/STM/VI/25,18-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY,BODY BAK BESI HINO FLX 280 JW UK. P. 10.000 X L. 2.500 X T. 1.400 + 400 (RAM KD)," 141,000,000 ","141,000,000", INC ,,,,TIDAK JADI OC,0
1302,180/QUO/STM/VI/25,19-Jun-25,TEDDY,PT. ICHIKO AGRO LESTARI,ARM ROLL DOUBLE ACTION KAP. 6 TON HINO DUTRO 136 HDX," 158,000,000 ","158,000,000", INC ,,,,TIDAK JADI OC,0
1303,180/QUO/STM/VI/25,19-Jun-25,TEDDY,PT. ICHIKO AGRO LESTARI,CONTAINER TERBUKA KAP. 6 M3 ANGKUT SAWIT P. 3.500 x L. 1.850 X  T. 1.000 mm," 52,000,000 ","52,000,000", INC ,,,,TIDAK JADI OC,0
1304,181/QUO/STM/VI/25,19-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY,BODY DUMP TRUCK MITSUBISHI FN 62 HD R Ukuran P. 6.400 x L. 2.400 x T. 2.000 mm ," 172,775,000 ","172,775,000", INC ,,,,TIDAK JADI OC,0
1305,182/QUO/STM/VI/25,19-Jun-25,TEDDY,PT. CITRA LESTARI MOBILINDO ,DUMP TRUCK KNOCKDOWN KAP. 10 M3 HINO DUTRO 136 HDX P. 3.880 x L. 1.840 x T. 700 + 700 (Knockdown) mm ," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
1306,216/QUO/STM/VI/25,24-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY ,LOGGING TRUCK HINO FM 280 JW UK. P. 9.750 X L. 2.500," 187,250,000 ","187,250,000", INC ,,,,TIDAK JADI OC,0
1307,219/QUO/STM/VI/25,25-Jun-25,TEDDY,CUSTOMER BAPAK TEDDY,BOX ALUMUNIUM SUZUKI NEW CARY UK. P. 2.600 X L. 1.700 X T. 1.500," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
1308,245/QUO/STM/VI/25 ,30-Jun-25,TEDDY,PT. CLM - KERTAPATI,DUMP TRUCK ANGKUT SAMPAH HINO DUTRO 136 HDX UK. P. 3.880 X L. 1.840 X T. 700," 71,000,000 ","71,000,000", INC ,,,,TIDAK JADI OC,0
1309,245/QUO/STM/VI/25 ,30-Jun-25,TEDDY,PT. CLM - KERTAPATI,DUMP TRUCK KNOCK DWON ANGKUT SAMPAH HINO DUTRO 136 HDX P. 3.880 X L. 1.840 X T.1000 + 200," 72,500,000 ","72,500,000", INC ,,,,TIDAK JADI OC,0
1310,246/QUO/STM/VI/25,28-Jun-25,TEDDY,PT. NUSA SARANA CITRA BAKTI,SPESIFIKASI BOX ALUMUNIUM + TOPI CABIN SUZUKI NEW CARY UK. P. 2.720 X L. 1.765 X T. 1.970,,0,  ,,,,TIDAK JADI OC,0
1311,255/QUO/STM/V/25,30-Jun-25,TEDDY,P. BERLIAN MAJU MOTOR - KERTAPATI,BAK BESI 3 WAY MITSUBISHI FE 75 SHDX UK. P. 4.230 X L. 2.000 X T. 700," 41,750,000 ","41,750,000", INC ,,,,TIDAK JADI OC,0
1312,63/QUO/STM/VI/25,09-Jun-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN,SPACKBOARD COLT DIESSEL MODEL BULAT 2 MM, 2.400.000 (EXCLD) ,"2,400,000", EXC ,,,,TIDAK JADI OC,0
1313,102/QUO/STM/VI/25,11-Jun-25,HENDRY MIN,PT. CITRA LESTARI MOBILINDO,BODY DUMP TRUCK MITSUBISHI FN 62 F R Ukuran P. 6.000 x L. 2.350 x T. 1.700 mm," 160,000,000 ","160,000,000", INC ,,,,TIDAK JADI OC,0
1314,106/QUO/STM/VI/25,12-Jun-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN ,SELF LOADER HYDRAULIC JACK MITSUBISHI FE 84 G N," 213,750,000 ","213,750,000", INC ,,,,TIDAK JADI OC,0
1315,209/QUO/STM/VI/25,24-Jun-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN,FLAT BED MITSUBISHI FE 71 L UK. P. 4.700 X L. 1.720," 28,000,000 ","28,000,000", INC ,,,,TIDAK JADI OC,0
1316,237/QUO/STM/VI/25,26-Jun-25,HENDRY MIN,PT. BUMEN REDJA ABADI QQ PT. CAHAYA LEGOK PRATAMA,DUMP TRUCK ANGKUT SAMPAH MITSUBISHI COLT DIESSEL FE 74 HD N / FE 75 SHDX N," 54,000,000 ","54,000,000", INC ,,,,TIDAK JADI OC,0
1317,242/QUO/STM/V/25,28-Jun-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN,DUMP TRUCK KNOCKDOWN KAP. 10 M3 CHASSIS SMALL STANDART UK. P. 3.880 X L. 1.840 X T. 700 + 700," 68,265,000 ","68,265,000", INC ,,,,TIDAK JADI OC,0
1318,242/QUO/STM/V/25,28-Jun-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN,DUMP TRUCK KNOCKDOWN KAP. 8 M3 CHASSIS SMALL STANDART UK. P. 3.880 X L. 1.840 X T. 700 + 500," 66,600,000 ","66,600,000", INC ,,,,TIDAK JADI OC,0
1319,11/QUO/STM/VI/25,03-Jun-25,DEDY,CUSTOMER BAPAK DEDY,ONLY CONTAINER ARM ROLL UK. P. 4.000 X L. 2.000 X T. 1.350," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
1320,16/QUO/STM/VI/25,03-Jun-25,DEDY,PERROS MOBILINDO,BODY MIXER KAP. 7 M3 ISUZU FVZ 34 L HP MX," 260,000,000 ","260,000,000", INC ,,,,TIDAK JADI OC,0
1321,17/QUO/STM/VI/25,03-Jun-25,DEDY,PT. KRAMA YUDHA TIGA BERLIAN MOTORS,SKY LIFT 10 M MITSUBISHI FE 71 N," 470,000,000 ","470,000,000", INC ,,,,TIDAK JADI OC,0
1322,87/QUO/STM/VI/25,10-Jun-25,DEDY,CUSTOMER BAPAK DEDY,DEREK HYDRAULIC KAP. 25 TON HINO FM 280 JD," 790,000,000 ","790,000,000", INC ,,,,TIDAK JADI OC,0
1323,118/QUO/STM/VI/25,13-Jun-25,DEDY,CUSTOMER BAPAK DEDY,MODIFIKASI BAK ORI WULLING MENJADI DUMP TRUCK WULING CN113PR 1," 25,000,000 ","25,000,000", INC ,,,,TIDAK JADI OC,0
1324,134/QUO/STM/VI/25,13-Jun-25,DEDY,PT. PRO ENGINEERING UTAMA,TRAILLER 20 FEET UK. P. 7.250 X L. 2.500 X T. 1.450," 226,500,000 ","226,500,000", INC ,,,,TIDAK JADI OC,0
1325,243/QUO/STM/VI/25,28-Jun-25,DEDY,CUSTOMER BAPAK DEDY,TRAILLER AN HANG BARRIER P. 5.489 X L. 2.236 X T. 2.472," 450,000,000 ","450,000,000", INC ,,,,TIDAK JADI OC,0
1326,13/QUO/STM/VI/25,03-Jun-25,THRY,PT. PATRACO MOTOR,SKY LIFT 12 METER HINO DUTRO 136 HDX,,0,  ,,,,TIDAK JADI OC,0
1327,31/QUO/STM/VI/25,04-Jun-25,THRY,IBU LENNY,BODY DUMP TRUCK HINO FM 280 JD UK. P. 6.500X L.2.400 X T.1.800,,0,  ,,,,TIDAK JADI OC,0
1328,110/QUO/STM/VI/25,12-Jun-25,THRY,PT. ANDALAN MINING,SPARE PART KRM 200 200 - BB001 DUMP BODY BRACKET + BUSHING BB,,0,  ,,,,TIDAK JADI OC,0
1329,110/QUO/STM/VI/25,12-Jun-25,THRY,PT. ANDALAN MINING,200-BS002 DUMP BODY SHAFT,,0,  ,,,,TIDAK JADI OC,0
1330,147/QUO/STM/VI/25,17-Jun-25,THRY,PT. KUMALA MOTOR SEJAHTERA,DUMP TRUCK HINO DUTRO 136 HDX ,,0,  ,,,,TIDAK JADI OC,0
1331,164/QUO/STM/V/25,18-Jun-25,THRY,PT. AGUNG AUTO MALL,BODY DUMP TRUCK TOYOTA DYNA 136 HT,,0,  ,,,,TIDAK JADI OC,0
1332,165/QUO/STM/VI/25,18-Jun-25,THRY,PT. AGUNG AUTO MALL,ARM ROLL STANDART & CONTAINER TERTUTUP KAP. 5M3,,0,  ,,,,TIDAK JADI OC,0
1333,172/QUO/STM/VI/25,19-Jun-25,THRY,PT. SULAWESI BERLIAN MOTOR,ARM ROLL KAP. 6. TON DOUBLE ACTION ,,0,  ,,,,TIDAK JADI OC,0
1334,172/QUO/STM/VI/25,19-Jun-25,THRY,PT. SULAWESI BERLIAN MOTOR,CONTAINER TERBUKA KAP. 5 M3 HINO DUTRO 136 HDX,,0,  ,,,,TIDAK JADI OC,0
1335,205/QUO/STM/VI/25,23-Jun-25,THRY,PT. SULAWESI BERLIAN MOTOR,MANHAULER AC 19+3 SEAT MITSUBISHI FE 74 HD,,0,  ,,,,TIDAK JADI OC,0
1326,04/QUO/STM/VII/25,01-Jul-25,EKO ARYO,PT. ASTRA ISUZU - SEMARANG,BODY DUMP TRUCK SAMPAH ISUZU NMR 81 HD 6.5 UK. P. 3.880 X L. 1.850 X T. 1.000," 72,000,000 ","72,000,000", INC ,,,,TIDAK JADI OC,0
1327,09/QUO/STM/VII/25,02-Jul-25,EKO ARYO,PT. ASTRA ISUZU - SEMARANG,BODY PASSENGER CARGO / DALMAS ISUZU NMR 81 5.8 UK. P. 4.250 X L. 2.000 X T. 1.900," 74,500,000 ","74,500,000", INC ,,,,TIDAK JADI OC,0
1328,10/QUO/STM/VII/25,03-Jul-25,EKO ARYO,PT. FITRA WIKA,DODY MIXER KAP. 9 M3 CHASSIS BIG STANDART, 290.000.000 (EXCLD) ,"290,000,000", EXC ,,,,TIDAK JADI OC,0
1329,12/QUO/STM/VII/25,03-Jul-25,EKO ARYO,PT. ISUZU KARABHA ,DUMP TRUCK KNOCK DOWN ISUZU FVZ 34 N HP UK. P. 5.930 X L. 2.340 X T 1.000 + 700," 160,000,000 ","160,000,000", INC ,,,,TIDAK JADI OC,0
1330,17/QUO/STM/VII/25,21-Jul-25,EKO ARYO,PT. SALAWATI MOTORINDO,BAK BESI 7 WAY + INSTALL CRANE ISUZU FVZ U HP UK. P. 8.160 X L. 2.340 X T. 400," 186,000,000 ","186,000,000", INC ,,,,TIDAK JADI OC,0
1331,18/QUO/STM/VII/25,02-Jul-25,EKO ARYO,PT. RAJAWALI EMAS ANCORA LESTARI,MANHAULER - AC 34 SEAT ISUZU FVZ 34 L HP," 808,000,000 ","808,000,000", INC ,,,,TIDAK JADI OC,0
1332,18/R.01QUO/STM/VII/25,24-Jul-25,EKO ARYO,PT. RAJAWALI EMAS ANCORA LESTARI,MANHAULER - AC 34 SEAT ISUZU FVZ 34 L HP," 814,000,000 ","814,000,000", INC ,,,,TIDAK JADI OC,0
1333,18/R.02QUO/STM/VII/25,21-Aug-25,EKO ARYO,PT. RAJAWALI EMAS ANCORA LESTARI,MANHAULER - AC 34 SEAT ISUZU FVZ 34 L HP," 841,000,000 ","841,000,000", INC ,,,,TIDAK JADI OC,0
1334,22/QUO/STM/VII/25,04-Jul-25,EKO ARYO,PT. DONGHAE GLOBAL JAYA,LOGGING TRUCK HINO FM 280 JW UK. P. 9.750 X L. 2.500," 250,000,000 ","250,000,000", INC ,OC 29/MKT/VII/25 (4 UNIT),4,UNIT,JADI OC,"1,000,000,000"
1335,25/QUO/STM/VII/25,04-Jul-25,EKO ARYO,PT. BORNEO AUTO CEMERLANG - SORONG,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 300,000,000 ","300,000,000", INC ,,,,TIDAK JADI OC,0
1336,31/QUO/STM/VII/25,07-Jul-25,EKO ARYO,BAPAK BENI RAMBE,BODY DUMP TRUCK ISUZU FVZ 34 N HP UK. P. 6.500 X L. 2.400 X T. 1.800 ," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
1337,31/R.01QUO/STM/VII/25,11-Jul-25,EKO ARYO,BAPAK BENI RAMBE,BODY DUMP TRUCK ISUZU FVZ 34 N HP UK. P. 6.500 X L. 2.400 X T. 1.800 ," 158,000,000 ","158,000,000", INC ,,,,TIDAK JADI OC,0
1338,37/QUO/STM/VII/25,07-Jul-25,EKO ARYO,BAPAK HAJI MACHMUD,BODY MIXER 3 M3 TOYOTA DYNA 130 HT," 180,000,000 ","180,000,000", INC ,,,,TIDAK JADI OC,0
1339,37/QUO/STM/VII/25,07-Jul-25,EKO ARYO,BAPAK HAJI MACHMUD,BODY MIXER 4 M3 TOYOTA DYNA 130 HT," 185,000,000 ","185,000,000", INC ,,,,TIDAK JADI OC,0
1340,37/QUO/STM/VII/25,07-Jul-25,EKO ARYO,BAPAK HAJI MACHMUD,OPTIONAL PTO FLYWHEEL," 83,250,000 ","83,250,000", INC ,,,,TIDAK JADI OC,0
1341,50/QUO/STM/VII/25,09-Jul-25,EKO ARYO,PT. ASTRA ISUZU SEMARANG,BODY PASSANGER CARGO / DALMAS ISUZU NMR 81 5.8 UK P. 4.250 X L. 2.000 X T. 1.900," 110,000,000 ","110,000,000", INC ,,,,TIDAK JADI OC,0
1342,68/QUO/STM/VII/25,10-Jul-25,EKO ARYO,PT. BORNEO AUTO CEMERLANG,BOX ALUMUNIUM ISUZU NRL 55 NRL85U-HAYIN1 (4X2) M/T UK. P. 4.700 X L. 1.750 X T. 1.800," 98,000,000 ","98,000,000", INC ,,,,TIDAK JADI OC,0
1343,72/QUO/STM/VII/25,11-Jul-25,EKO ARYO,PT. SALAWATI MOTORINDO ,PERUBAHAN SAFETY BELT DARI 2 TITIK MENJADI 3 TITIK OTOMATIS," 777,000 ","777,000", INC ,OC 49/MKT/VII/25 R.01 (17 SEAT),17,SEAT,JADI OC,"13,209,000"
1344,87/QUO/STM/VII/25 ,14-Jul-25,EKO ARYO,PT. DCM - KEBUMEN,BODY DUMP TRUCK 136 HD UK. P. 3.880 X L. 1.840 X T. 700 + 500," 56,500,000 ","56,500,000", INC ,,,,TIDAK JADI OC,0
1345,90/QUO/STM/VII/25 ,14-Jul-25,EKO ARYO,IBU AULIYA RIVAI,VACUUM TANK KAP. 3.000 LITER ISUZU NMR 81 6.5 ," 165,500,000 ","165,500,000", INC ,,,,TIDAK JADI OC,0
1346,91/QUO/STM/VII/25 ,14-Jul-25,EKO ARYO,BAPAK HJ. YAYAN ,REPAIR DUMP TRUCK HINO FM 260 JD ," 85,580,000 ","85,580,000", INC ,,,,TIDAK JADI OC,0
1347,99/QUO/STM/VII/25 ,14-Jul-25,EKO ARYO,PT. MITRA HIJAU PEKANBARU,BODY DUMP TRUCK KNOCK DOWN MITSUBISHI FN 62 F HDR R UK. P. 5.930 X L. 2.340 X T. 1.000 + 700," 160,000,000 ","160,000,000", INC ,,,,TIDAK JADI OC,0
1348,108/QUO/STM/VII/25 ,15-Jul-25,EKO ARYO,CUSTOMER BAPAK EKO ARYO,MOTOR CARIER SYSTEMJ HYDRAULIC ISUZU FVR 34 U UK. P. 9.800 X L. 2.500 X T. 2.000," 205,000,000 ","205,000,000", INC ,,,,TIDAK JADI OC,0
1349,116/QUO/STM/VII/25 ,16-Jul-25,EKO ARYO,PT. ASTRA ISUZU - TANJUNG TABALONG,MODIFIKASI BAK ORI DMAX MENJADI DUMP TRUCK ISUZU DMAX SC ," 30,000,000 ","30,000,000", INC ,,,,TIDAK JADI OC,0
1350,128/QUO/STM/VII/25 ,18-Jul-25,EKO ARYO,PT. ASTRA ISUZU - CILEUNGSI,WATER SPRAYER KAP. 20.000 LITER SYSTEM MANUAL ISUZU FVZ 34 N HP ," 352,500,000 ","352,500,000", INC ,,,,TIDAK JADI OC,0
1351,128/QUO/STM/VII/25 ,18-Jul-25,EKO ARYO,PT. ASTRA ISUZU - CILEUNGSI,WATER SPRAYER KAP. 20.000 LITER SYSTEM HYDARULIC ISUZU FVZ 34 N HP," 425,000,000 ","425,000,000", INC ,,,,TIDAK JADI OC,0
1352,128/R.01QUO/STM/VII/25 ,18-Jul-25,EKO ARYO,PT. ASTRA ISUZU - CILEUNGSI,WATER SPRAYER KAP. 20.000 LITER SYSTEM MANUAL ISUZU FVZ 34 N HP ," 352,500,000 ","352,500,000", INC ,,,,TIDAK JADI OC,0
1353,128/R.01QUO/STM/VII/25 ,18-Jul-25,EKO ARYO,PT. ASTRA ISUZU - CILEUNGSI,WATER SPRAYER KAP. 20.000 LITER SYSTEM HYDARULIC ISUZU FVZ 34 N HP," 425,000,000 ","425,000,000", INC ,,,,TIDAK JADI OC,0
1354,128/R.02QUO/STM/VII/25 ,18-Jul-25,EKO ARYO,PT. ASTRA ISUZU - CILEUNGSI,WATER SPRAYER KAP. 20.000 LITER SYSTEM MANUAL ISUZU FVZ 34 N HP ," 352,500,000 ","352,500,000", INC ,,,,TIDAK JADI OC,0
1355,128/R.02QUO/STM/VII/25 ,18-Jul-25,EKO ARYO,PT. ASTRA ISUZU - CILEUNGSI,WATER SPRAYER KAP. 20.000 LITER SYSTEM HYDARULIC ISUZU FVZ 34 N HP," 425,000,000 ","425,000,000", INC ,,,,TIDAK JADI OC,0
1356,143/QUO/STM/VII/25 ,17-Jul-25,EKO ARYO,BAPAK ENGKOS ,COMPACTOR 10 M3 HINO FG 260 JJ ," 534,000,000 ","534,000,000", INC ,,,,TIDAK JADI OC,0
1357,155/QUO/STM/VII/25,18-Jul-25,EKO ARYO,CUSTOMER BAPAK EKO ARYO,WATER TANK 4.000 LITER ISUZU NMR 81 HD ," 237,500,000 ","237,500,000", INC ,,,,TIDAK JADI OC,0
